frame vehicles pedestrian wait
3022 2 0 351 
3023 2 0 353 
3024 2 0 355 
3025 2 0 357 
3026 2 0 359 
3027 2 0 361 
3028 2 0 363 
3029 2 0 365 
3030 2 0 367 
3031 2 0 369 
3032 2 0 371 
3033 2 0 373 
3034 2 0 375 
3035 2 0 377 
3036 2 0 379 
3037 2 0 381 
3038 2 0 383 
3039 2 0 385 
3040 2 0 387 
3041 2 0 389 
3042 2 0 391 
3043 2 0 393 
3044 2 0 395 
3045 2 0 397 
3046 2 0 399 
3047 2 0 401 
3048 2 0 403 
3049 2 0 405 
3050 2 0 407 
3051 2 0 409 
3052 2 0 411 
3053 2 0 413 
3054 2 0 415 
3055 2 0 416 
3056 3 0 417 
3057 3 0 419 
3058 3 0 421 
3059 3 0 423 
3060 3 0 425 
3061 3 0 357 
3062 3 0 360 
3063 3 0 363 
3064 3 0 366 
3065 3 0 369 
3066 3 0 372 
3067 3 0 375 
3068 3 0 378 
3069 3 0 381 
3070 3 0 384 
3071 3 0 387 
3072 3 0 390 
3073 3 0 393 
3074 3 0 396 
3075 3 0 399 
3076 3 0 402 
3077 3 0 405 
3078 3 0 391 
3079 3 0 394 
3080 3 0 396 
3081 3 0 398 
3082 3 0 400 
3083 3 0 403 
3084 3 0 406 
3085 3 0 409 
3086 3 0 412 
3087 3 0 406 
3088 3 0 409 
3089 3 0 412 
3090 3 0 414 
3091 3 0 416 
3092 3 0 419 
3093 3 0 422 
3094 3 0 425 
3095 3 0 420 
3096 3 0 423 
3097 3 0 424 
3098 3 0 427 
3099 3 0 428 
3100 3 0 431 
3101 3 0 434 
3102 3 0 436 
3103 3 0 438 
3104 3 0 436 
3105 3 0 439 
3106 4 0 393 
3107 4 0 397 
3108 4 0 401 
3109 4 0 405 
3110 4 0 409 
3111 4 0 407 
3112 4 0 410 
3113 4 0 413 
3114 4 0 413 
3115 4 0 416 
3116 4 0 408 
3117 4 0 412 
3118 4 0 414 
3119 4 0 418 
3120 4 0 422 
3121 4 0 423 
3122 4 0 427 
3123 4 0 422 
3124 4 0 426 
3125 4 0 430 
3126 4 0 431 
3127 4 0 435 
3128 4 0 437 
3129 4 0 441 
3130 4 0 436 
3131 4 0 440 
3132 5 1 444 
3133 5 1 445 
3134 5 1 449 
3135 5 1 446 
3136 5 1 450 
3137 6 1 454 
3138 6 1 455 
3139 6 1 459 
3140 6 1 456 
3141 6 1 460 
3142 6 1 31 
3143 6 1 35 
3144 6 1 39 
3145 5 1 34 
3146 5 0 38 
3147 5 0 36 
3148 5 0 41 
3149 5 0 46 
3150 5 0 39 
3151 5 0 44 
3152 5 0 44 
3153 5 0 46 
3154 5 0 45 
3155 5 0 49 
3156 5 0 53 
3157 5 0 53 
3158 5 0 53 
3159 5 0 53 
3160 5 0 56 
3161 5 0 59 
3162 5 0 56 
3163 5 0 59 
3164 5 0 59 
3165 4 0 59 
3166 4 0 59 
3167 4 0 61 
3168 4 0 63 
3169 4 0 62 
3170 4 0 64 
3171 3 0 61 
3172 3 0 63 
3173 3 0 65 
3174 3 0 64 
3175 3 0 66 
3176 2 0 65 
3177 2 0 67 
3178 2 0 67 
3179 2 0 69 
3180 2 0 71 
3181 2 0 70 
3182 2 0 72 
3183 2 0 72 
3184 2 0 74 
3185 2 0 76 
3186 2 0 77 
3187 2 0 78 
3188 2 0 3 
3189 2 0 4 
3190 2 0 3 
3191 2 0 4 
3192 2 0 5 
3193 2 0 3 
3194 2 0 4 
3195 2 0 3 
3196 2 0 4 
3197 2 0 5 
3198 2 0 3 
3199 1 0 1 
3200 1 0 0 
3201 1 0 1 
3202 1 0 0 
3203 1 0 1 
3204 1 0 2 
3205 1 0 0 
3206 1 0 1 
3207 1 0 0 
3208 1 0 1 
3209 1 0 2 
3210 1 0 0 
3211 1 0 1 
3212 1 0 0 
3213 1 0 1 
3214 1 0 0 
3215 1 0 1 
3216 1 0 2 
3217 1 0 0 
3218 1 0 1 
3219 1 0 0 
3220 1 0 1 
3221 1 0 0 
3222 1 0 1 
3223 1 0 2 
3224 1 0 0 
3225 1 0 1 
3226 1 0 0 
3227 1 0 1 
3228 2 0 2 
3229 2 0 3 
3230 2 0 3 
3233 2 0 3 
3234 2 0 3 
3235 3 0 3 
3238 3 0 3 
3239 3 0 3 
3240 4 0 3 
3241 4 0 4 
3242 4 0 5 
3243 4 0 5 
3244 4 0 6 
3245 4 0 5 
3246 3 0 3 
3247 3 0 4 
3248 2 0 5 
3249 2 0 6 
3250 2 0 2 
3251 2 0 3 
3252 3 0 4 
3253 3 0 3 
3254 3 0 5 
3255 2 0 3 
3256 2 0 5 
3257 2 0 0 
3258 2 0 2 
3259 2 0 4 
3260 2 0 3 
3261 2 0 5 
3262 2 0 5 
3263 2 0 7 
3264 2 0 9 
3265 2 0 0 
3266 2 0 2 
3267 2 0 2 
3268 2 0 4 
3269 2 0 0 
3270 2 0 2 
3271 3 0 4 
3272 3 0 0 
3273 3 0 2 
3274 3 0 0 
3275 3 0 3 
3276 3 0 6 
3277 3 0 3 
3278 3 0 5 
3279 4 0 3 
3280 4 0 6 
3281 5 0 5 
3282 5 0 8 
3283 6 0 11 
3284 6 0 6 
3285 6 0 8 
3286 6 0 8 
3287 6 0 7 
3288 6 0 9 
3289 6 0 8 
3290 6 0 10 
3291 6 0 6 
3292 6 0 8 
3293 6 0 6 
3294 5 0 6 
3295 6 0 7 
3296 4 0 3 
3297 3 0 5 
3298 4 0 5 
3299 3 0 6 
3300 4 0 9 
3301 4 0 7 
3302 4 0 11 
3303 4 0 3 
3304 4 0 7 
3305 4 0 8 
3306 4 0 6 
3307 4 0 9 
3308 4 0 4 
3309 4 0 7 
3310 4 0 8 
3311 4 0 11 
3312 4 0 14 
3313 4 0 2 
3314 4 0 5 
3315 4 0 4 
3316 4 0 7 
3317 4 0 5 
3318 3 0 5 
3319 3 0 7 
3320 3 0 0 
3321 3 0 3 
3322 3 0 2 
3323 3 0 5 
3324 3 0 8 
3325 3 0 7 
3326 3 0 4 
3327 3 0 3 
3328 3 0 5 
3329 3 0 3 
3330 3 0 5 
3331 3 0 7 
3332 3 0 3 
3333 3 0 5 
3334 3 0 3 
3335 3 0 5 
3336 3 0 3 
3337 3 0 5 
3338 2 0 4 
3339 2 0 0 
3340 2 0 2 
3341 2 0 2 
3342 2 0 3 
3343 3 0 4 
3344 3 0 2 
3345 3 0 3 
3346 3 0 2 
3347 3 0 3 
3348 3 0 2 
3349 3 0 3 
3350 4 0 4 
3351 4 0 3 
3352 4 0 5 
3353 4 0 4 
3354 3 0 3 
3355 3 0 4 
3356 3 0 2 
3357 2 0 3 
3358 2 0 2 
3359 2 0 3 
3360 3 0 2 
3361 3 0 4 
3362 4 0 6 
3363 4 0 4 
3364 4 0 5 
3365 5 0 4 
3366 4 0 4 
3367 4 0 6 
3368 4 0 5 
3369 4 0 7 
3370 4 0 7 
3371 4 0 9 
3372 4 0 2 
3373 4 0 4 
3374 4 0 6 
3375 3 0 4 
3376 2 0 3 
3377 2 0 2 
3378 2 0 3 
3379 3 0 4 
3380 3 0 2 
3381 3 0 3 
3382 3 0 3 
3383 3 0 5 
3384 3 0 2 
3385 3 0 4 
3386 3 0 6 
3387 2 0 3 
3388 2 0 5 
3389 2 0 0 
3390 2 0 2 
3391 2 0 4 
3392 2 0 0 
3393 2 0 2 
3394 2 0 2 
3395 2 0 4 
3396 2 0 4 
3397 2 0 6 
3398 2 0 8 
3399 2 0 0 
3400 2 0 2 
3401 2 0 0 
3402 2 0 2 
3403 2 0 4 
3404 2 0 0 
3405 2 0 2 
3406 2 0 0 
3407 3 0 2 
3408 3 0 1 
3409 3 0 4 
3410 4 0 7 
3411 4 0 3 
3412 4 0 5 
3413 4 0 3 
3414 4 0 5 
3415 4 0 7 
3416 4 0 3 
3417 4 0 5 
3418 4 0 6 
3419 4 0 5 
3420 4 0 5 
3421 4 0 6 
3422 5 0 7 
3423 4 0 2 
3424 3 0 4 
3425 4 0 2 
3426 4 0 5 
3427 5 0 8 
3428 5 0 5 
3429 5 0 9 
3430 5 0 11 
3431 4 0 6 
3432 4 0 7 
3433 4 0 8 
3434 4 0 9 
3435 4 0 3 
3436 4 0 4 
3437 5 0 5 
3438 5 0 8 
3439 6 0 11 
3440 6 0 14 
3441 6 0 16 
3442 5 0 6 
3443 5 0 9 
3444 5 0 6 
3445 5 0 10 
3446 5 0 14 
3447 5 0 4 
3448 5 0 7 
3449 5 0 10 
3450 5 0 13 
3451 5 0 8 
3452 5 0 11 
3453 5 0 14 
3454 6 0 11 
3455 6 0 14 
3456 5 0 11 
3457 5 0 15 
3458 5 0 19 
3459 5 0 17 
3460 5 0 21 
3461 5 0 21 
3462 5 0 23 
3463 5 0 20 
3464 5 0 22 
3465 6 0 24 
3466 5 0 8 
3467 6 0 6 
3468 6 0 7 
3469 6 0 10 
3470 6 0 13 
3471 6 0 14 
3472 6 0 18 
3473 6 0 4 
3474 6 0 5 
3475 6 0 3 
3476 6 0 7 
3477 6 0 11 
3478 6 0 6 
3479 5 0 8 
3480 5 0 5 
3481 5 0 9 
3482 5 0 12 
3483 5 0 8 
3484 5 0 13 
3485 5 0 6 
3486 5 0 10 
3487 5 0 8 
3488 5 0 12 
3489 5 0 16 
3490 5 0 2 
3491 5 0 7 
3492 5 0 2 
3493 5 0 7 
3494 5 0 12 
3495 6 0 8 
3496 6 0 14 
3497 5 0 11 
3498 5 0 11 
3499 5 0 2 
3500 5 0 6 
3501 5 0 10 
3502 5 0 11 
3503 5 0 14 
3504 5 0 3 
3505 5 0 8 
3506 7 0 14 
3507 7 0 15 
3508 7 0 22 
3509 7 0 22 
3510 7 0 29 
3511 7 0 14 
3512 8 0 21 
3513 8 0 29 
3514 8 0 36 
3515 8 0 32 
3516 8 0 34 
3517 8 0 40 
3518 8 0 46 
3519 7 0 35 
3520 7 0 43 
3521 8 0 25 
3522 8 0 34 
3523 8 0 42 
3524 7 0 41 
3525 7 0 49 
3526 7 0 57 
3527 7 0 65 
3528 7 0 49 
3529 7 0 52 
3530 7 0 59 
3531 7 0 53 
3532 7 0 53 
3533 7 0 56 
3534 7 0 65 
3535 7 0 67 
3536 7 0 75 
3537 8 0 83 
3538 8 0 76 
3539 8 0 85 
3540 8 0 94 
3541 8 0 102 
3542 8 0 110 
3543 8 0 116 
3544 8 0 123 
3545 8 0 115 
3546 8 0 115 
3547 8 0 118 
3548 8 0 120 
3549 8 0 122 
3550 7 0 109 
3551 7 0 112 
3552 7 0 115 
3553 7 0 118 
3554 7 0 121 
3555 6 0 114 
3556 6 0 106 
3557 6 1 80 
3558 6 1 86 
3559 5 1 89 
3560 5 1 82 
3561 5 1 85 
3562 5 1 48 
3563 5 1 53 
3564 6 1 58 
3565 6 1 64 
3566 6 1 70 
3567 6 1 76 
3568 6 1 82 
3569 6 1 87 
3570 5 1 85 
3571 5 1 89 
3572 5 1 81 
3573 5 0 84 
3574 5 0 68 
3575 5 0 73 
3576 5 0 78 
3577 5 1 82 
3578 5 1 87 
3579 5 1 92 
3580 5 1 97 
3581 5 1 101 
3582 5 1 101 
3583 6 1 105 
3584 6 1 110 
3585 8 1 115 
3586 8 1 117 
3587 8 1 121 
3588 8 1 126 
3589 8 1 131 
3590 8 1 136 
3591 8 1 141 
3592 8 1 146 
3593 8 1 146 
3594 7 1 146 
3595 7 1 137 
3596 7 1 144 
3597 7 1 151 
3598 7 1 150 
3599 7 1 155 
3600 7 1 160 
3601 7 1 165 
3602 7 1 170 
3603 7 1 175 
3604 7 1 180 
3605 7 1 184 
3606 7 1 188 
3607 7 1 191 
3608 7 0 185 
3609 7 0 152 
3610 6 0 154 
3611 5 0 148 
3612 5 0 152 
3613 5 0 155 
3614 6 0 158 
3615 6 0 162 
3616 6 0 166 
3617 6 0 171 
3618 6 0 176 
3619 5 0 169 
3620 5 0 173 
3621 5 0 177 
3622 5 0 156 
3623 5 0 159 
3624 5 0 160 
3625 5 0 163 
3626 6 0 167 
3627 6 0 172 
3628 6 0 177 
3629 6 0 182 
3630 6 0 187 
3631 6 0 192 
3632 5 0 193 
3633 5 0 198 
3634 5 0 203 
3635 5 0 207 
3636 5 0 212 
3637 5 0 217 
3638 5 0 221 
3639 5 0 225 
3640 5 0 229 
3641 5 0 232 
3642 5 0 234 
3643 5 0 238 
3644 5 0 242 
3645 6 0 246 
3646 6 0 251 
3647 6 0 256 
3648 6 0 261 
3649 6 0 265 
3650 6 0 268 
3651 6 0 272 
3652 6 0 276 
3653 6 0 280 
3654 6 0 284 
3655 6 0 256 
3656 6 0 260 
3657 6 0 264 
3658 5 0 268 
3659 5 0 272 
3660 5 0 276 
3661 4 0 266 
3662 4 0 263 
3663 4 0 267 
3664 4 0 271 
3665 4 0 275 
3666 4 0 279 
3667 4 0 282 
3668 4 0 285 
3669 4 0 288 
3670 4 0 291 
3671 4 0 294 
3672 4 0 295 
3673 4 0 296 
3674 4 0 299 
3675 4 0 302 
3676 4 0 305 
3677 4 0 307 
3678 4 0 310 
3679 4 0 313 
3680 4 0 316 
3681 4 0 319 
3682 4 0 322 
3683 4 0 325 
3684 4 0 327 
3685 4 0 328 
3686 5 0 310 
3687 5 0 315 
3688 5 0 320 
3689 5 0 323 
3690 5 0 326 
3691 5 0 331 
3692 5 0 336 
3693 5 0 338 
3694 5 0 340 
3695 5 0 342 
3696 5 0 347 
3697 5 0 352 
3698 5 0 356 
3699 5 0 359 
3700 5 0 363 
3701 5 0 367 
3702 5 0 371 
3703 5 0 374 
3704 5 0 377 
3705 5 0 382 
3706 5 0 387 
3707 5 0 392 
3708 5 0 397 
3709 5 0 400 
3710 5 0 404 
3711 5 0 408 
3712 5 0 412 
3713 5 0 415 
3714 5 0 418 
3715 5 0 421 
3716 5 0 423 
3717 5 0 427 
3718 5 0 431 
3719 5 0 435 
3720 5 0 439 
3721 4 0 431 
3722 5 0 435 
3723 5 0 439 
3724 5 0 443 
3725 5 0 447 
3726 5 0 452 
3727 5 0 455 
3728 5 0 416 
3729 5 0 329 
3730 5 0 333 
3731 5 0 337 
3732 5 0 338 
3733 5 0 339 
3734 5 0 343 
3735 5 0 347 
3736 5 0 351 
3737 5 0 349 
3738 5 0 353 
3739 4 0 355 
3740 5 0 359 
3741 5 0 363 
3742 5 0 368 
3743 5 0 373 
3744 5 0 375 
3745 5 0 377 
3746 5 0 381 
3747 5 0 385 
3748 5 0 389 
3749 5 0 393 
3750 5 0 398 
3751 5 0 400 
3752 5 0 402 
3753 5 0 405 
3754 5 0 408 
3755 5 0 411 
3756 5 0 415 
3757 5 0 419 
3758 5 0 422 
3759 5 0 425 
3760 5 0 428 
3761 5 0 432 
3762 5 0 436 
3763 4 0 436 
3764 4 0 439 
3765 5 0 407 
3766 5 0 412 
3767 6 0 417 
3768 6 0 421 
3769 6 0 424 
3770 6 0 428 
3771 6 0 432 
3772 6 0 436 
3773 6 0 439 
3774 6 0 441 
3775 6 0 445 
3776 6 0 449 
3777 6 0 451 
3778 6 0 453 
3779 6 0 455 
3780 6 0 457 
3781 5 0 462 
3782 5 0 466 
3783 5 0 470 
3784 5 0 474 
3785 5 0 477 
3786 5 0 480 
3787 5 0 484 
3788 5 0 488 
3789 5 0 492 
3790 5 0 496 
3791 5 0 500 
3792 5 0 504 
3793 6 0 508 
3794 6 0 512 
3795 6 0 516 
3796 6 0 517 
3797 6 0 518 
3798 6 0 519 
3799 6 0 522 
3800 6 0 525 
3801 6 0 528 
3802 6 0 532 
3803 6 0 536 
3804 6 0 541 
3805 6 0 545 
3806 6 0 547 
3807 6 0 549 
3808 5 0 549 
3809 5 0 552 
3810 5 0 555 
3811 6 0 559 
3812 6 0 564 
3813 6 0 568 
3814 6 0 572 
3815 6 0 576 
3816 6 0 582 
3817 6 0 588 
3818 6 0 593 
3819 6 0 598 
3820 6 0 603 
3821 6 0 606 
3822 6 0 609 
3823 6 0 612 
3824 6 0 615 
3825 6 0 559 
3826 6 0 563 
3827 6 0 567 
3828 6 0 570 
3829 6 0 574 
3830 5 0 575 
3831 5 0 579 
3832 5 0 582 
3833 5 0 585 
3834 4 0 582 
3835 4 0 586 
3836 4 0 590 
3837 5 0 582 
3838 5 0 587 
3839 5 0 592 
3840 5 0 597 
3841 5 0 602 
3842 5 0 606 
3843 5 0 610 
3844 5 0 614 
3845 5 0 617 
3846 5 0 620 
3847 5 0 625 
3848 5 0 630 
3849 5 0 634 
3850 5 0 638 
3851 5 0 642 
3852 5 0 646 
3853 5 0 650 
3854 5 0 654 
3855 5 0 658 
3856 5 0 662 
3857 5 0 665 
3858 5 0 668 
3859 5 0 670 
3860 5 0 672 
3861 5 0 675 
3862 5 0 678 
3863 5 0 681 
3864 5 0 685 
3865 5 0 689 
3866 5 0 693 
3867 5 0 697 
3868 5 0 694 
3869 5 0 699 
3870 5 0 704 
3871 5 0 708 
3872 5 0 712 
3873 5 0 716 
3874 5 0 720 
3875 5 0 724 
3876 5 0 728 
3877 5 0 732 
3878 5 0 736 
3879 5 0 740 
3880 5 0 636 
3881 5 0 641 
3882 5 0 646 
3883 5 0 648 
3884 5 0 652 
3885 5 0 656 
3886 5 0 660 
3887 5 0 664 
3888 5 0 663 
3889 5 0 667 
3890 5 0 669 
3891 5 0 671 
3892 5 0 675 
3893 5 0 679 
3894 6 0 683 
3895 6 0 689 
3896 6 0 694 
3897 6 0 699 
3898 6 0 704 
3899 6 0 709 
3900 6 0 713 
3901 6 0 717 
3902 6 0 721 
3903 6 0 725 
3904 6 0 729 
3905 6 0 733 
3906 6 0 736 
3907 6 0 740 
3908 5 0 743 
3909 5 0 747 
3910 5 0 751 
3911 5 0 755 
3912 5 0 747 
3913 5 0 751 
3914 5 0 678 
3915 5 0 682 
3916 6 0 685 
3917 6 0 689 
3918 7 0 693 
3919 7 0 697 
3920 7 0 701 
3921 7 0 706 
3922 7 0 710 
3923 7 0 715 
3924 7 0 720 
3925 7 0 725 
3926 7 0 719 
3927 7 0 725 
3928 7 0 731 
3929 7 0 737 
3930 7 0 743 
3931 6 0 744 
3932 6 0 750 
3933 6 0 752 
3934 6 0 756 
3935 6 0 758 
3936 6 0 762 
3937 6 0 766 
3938 6 0 771 
3939 6 0 776 
3940 6 0 780 
3941 6 0 785 
3942 6 0 790 
3943 6 0 753 
3944 6 0 758 
3945 6 0 761 
3946 6 0 766 
3947 6 0 769 
3948 6 0 774 
3949 6 0 779 
3950 6 0 782 
3951 6 0 788 
3952 6 0 367 
3953 6 0 372 
3954 6 0 377 
3955 6 0 376 
3956 6 0 381 
3957 6 0 362 
3958 6 0 368 
3959 6 0 368 
3960 7 0 373 
3961 7 0 379 
3962 7 0 379 
3963 7 0 385 
3964 7 0 383 
3965 7 0 389 
3966 8 0 395 
3967 8 0 399 
3968 8 0 405 
3969 8 0 409 
3970 8 0 415 
3971 8 0 405 
3972 7 0 409 
3973 8 0 415 
3974 8 0 415 
3975 8 0 420 
3976 8 0 421 
3977 8 0 426 
3978 8 0 431 
3979 8 0 97 
3980 7 0 101 
3981 7 0 102 
3982 7 0 107 
3983 7 0 111 
3984 7 0 113 
3985 7 0 117 
3986 7 0 119 
3987 6 0 119 
3988 5 0 113 
3989 5 0 115 
3990 5 0 118 
3991 5 0 116 
3992 5 0 119 
3993 6 0 118 
3994 6 0 122 
3995 6 0 56 
3996 5 0 58 
3997 7 0 62 
3998 7 0 6 
3999 7 0 11 
4000 7 0 13 
4001 7 0 15 
4002 7 0 20 
4003 7 0 20 
4004 7 0 25 
4005 8 0 26 
4006 8 0 32 
4007 9 0 25 
4008 8 0 29 
4009 9 0 35 
4010 9 0 15 
4011 9 0 21 
4012 9 0 21 
4013 9 0 26 
4014 10 0 31 
4015 10 0 24 
4016 10 0 30 
4017 10 0 28 
4018 10 0 34 
4019 10 0 34 
4020 9 0 38 
4021 13 0 44 
4022 12 0 18 
4023 11 0 22 
4024 11 0 21 
4025 11 0 26 
4026 11 0 25 
4027 11 0 31 
4028 11 0 38 
4029 11 0 35 
4030 11 0 39 
4031 11 0 31 
4032 11 0 37 
4033 12 0 43 
4034 12 0 39 
4035 11 0 41 
4036 11 0 11 
4037 10 0 15 
4038 12 0 14 
4039 12 0 21 
4040 13 0 27 
4041 13 0 17 
4042 12 0 20 
4043 13 0 18 
4044 13 0 25 
4045 13 0 32 
4046 13 0 15 
4047 12 0 17 
4048 11 0 15 
4049 10 0 19 
4050 9 0 13 
4051 9 0 17 
4052 10 0 21 
4053 9 0 18 
4054 8 0 20 
4055 9 0 16 
4056 9 0 21 
4057 11 0 26 
4058 11 0 25 
4059 10 0 26 
4060 10 0 26 
4061 9 0 30 
4062 10 0 29 
4063 9 0 31 
4064 10 0 37 
4065 9 0 37 
4066 9 0 43 
4067 10 0 23 
4068 10 0 30 
4069 10 0 37 
4070 10 0 33 
4071 9 0 36 
4072 9 0 20 
4073 9 0 25 
4074 9 0 23 
4075 9 0 16 
4076 9 0 20 
4077 9 0 18 
4078 8 0 19 
4079 9 0 15 
4080 9 0 20 
4081 9 0 25 
4082 8 0 9 
4083 7 0 12 
4084 7 0 11 
4085 6 0 14 
4086 6 0 6 
4087 6 0 11 
4088 5 0 14 
4089 5 0 0 
4090 5 0 5 
4091 5 0 3 
4092 5 0 5 
4093 5 0 9 
4094 5 0 5 
4095 5 0 9 
4096 5 0 2 
4097 5 0 6 
4098 5 0 2 
4099 5 0 6 
4100 5 0 10 
4101 5 0 2 
4102 5 0 6 
4103 5 0 2 
4104 4 0 4 
4105 5 0 8 
4106 5 0 0 
4107 5 0 4 
4108 5 0 1 
4109 5 0 5 
4110 7 0 1 
4111 7 0 7 
4112 8 0 13 
4113 8 0 7 
4114 8 0 12 
4115 9 0 3 
4116 9 0 9 
4117 10 0 15 
4118 10 0 10 
4119 10 0 17 
4120 9 0 15 
4121 9 0 22 
4122 9 0 21 
4123 9 0 28 
4124 9 0 35 
4125 8 0 29 
4126 8 0 27 
4127 8 0 17 
4128 7 0 21 
4129 8 0 27 
4130 8 0 6 
4131 8 0 12 
4132 8 0 8 
4133 8 0 13 
4134 8 0 9 
4135 9 0 14 
4136 9 0 20 
4137 9 0 19 
4138 9 0 21 
4139 9 0 10 
4140 8 0 13 
4141 9 0 8 
4142 9 0 14 
4143 9 0 20 
4144 9 0 11 
4145 8 0 13 
4146 8 0 10 
4147 8 0 13 
4148 9 0 19 
4149 9 0 6 
4150 8 0 9 
4151 8 0 3 
4152 8 0 9 
4153 8 0 3 
4154 8 0 9 
4155 9 0 15 
4156 10 0 6 
4157 9 0 10 
4158 10 0 11 
4159 10 0 10 
4160 10 0 16 
4161 9 0 10 
4162 9 0 15 
4163 10 0 10 
4164 10 0 16 
4165 10 0 10 
4166 10 0 16 
4167 10 0 22 
4168 10 0 14 
4169 10 0 19 
4170 9 0 13 
4171 8 0 15 
4172 7 0 18 
4173 7 0 15 
4174 7 0 19 
4175 10 0 17 
4176 10 0 24 
4177 9 0 20 
4178 9 0 27 
4179 9 0 33 
4180 9 0 18 
4181 9 0 23 
4182 10 0 15 
4183 10 0 17 
4184 10 0 23 
4185 11 0 16 
4186 11 0 22 
4187 10 0 14 
4188 10 0 19 
4189 11 0 16 
4190 11 0 22 
4191 12 0 28 
4192 13 0 26 
4193 12 0 23 
4194 11 0 19 
4195 11 0 25 
4196 11 0 31 
4197 10 0 13 
4198 10 0 19 
4199 10 0 10 
4200 9 0 14 
4201 10 0 13 
4202 10 0 17 
4203 10 0 23 
4204 9 0 18 
4205 8 0 21 
4206 7 0 2 
4207 7 0 8 
4208 7 0 14 
4209 7 0 5 
4210 7 0 11 
4211 7 0 12 
4212 7 0 15 
4213 7 0 4 
4214 6 0 7 
4215 7 0 12 
4216 7 0 8 
4217 7 0 12 
4218 7 0 8 
4219 7 0 12 
4220 8 0 16 
4221 8 0 9 
4222 8 0 13 
4223 8 0 8 
4224 7 0 9 
4225 7 0 8 
4226 7 0 11 
4227 7 0 14 
4228 7 0 6 
4229 7 0 9 
4230 6 0 3 
4231 6 0 6 
4232 6 0 8 
4233 6 0 5 
4234 5 0 9 
4235 6 0 2 
4236 5 0 5 
4237 5 0 6 
4238 5 0 10 
4239 6 0 14 
4240 6 0 12 
4241 6 0 16 
4242 6 0 7 
4243 6 0 12 
4244 6 0 17 
4245 7 0 10 
4246 7 0 15 
4247 7 0 15 
4248 7 0 19 
4249 7 0 20 
4250 7 0 25 
4251 8 0 30 
4252 7 0 19 
4253 7 0 25 
4254 7 0 20 
4255 7 0 25 
4256 7 0 26 
4257 7 0 31 
4258 9 0 36 
4259 8 0 34 
4260 8 0 41 
4261 8 0 34 
4262 8 0 41 
4263 8 0 48 
4264 8 0 49 
4265 9 0 56 
4266 9 0 61 
4267 9 0 68 
4268 9 0 55 
4269 9 0 62 
4270 9 0 69 
4271 9 0 70 
4272 9 0 77 
4273 9 0 84 
4274 9 0 93 
4275 9 0 102 
4276 9 0 103 
4277 9 0 112 
4278 9 0 91 
4279 9 1 99 
4280 9 1 96 
4281 9 1 105 
4282 10 1 114 
4283 10 1 121 
4284 10 1 118 
4285 10 1 120 
4286 10 1 127 
4287 11 1 134 
4288 11 1 143 
4289 11 1 151 
4290 11 1 144 
4291 11 1 151 
4292 11 1 159 
4293 11 0 166 
4294 12 0 173 
4295 13 0 181 
4296 12 0 184 
4297 12 0 192 
4298 12 0 200 
4299 13 0 208 
4300 12 0 199 
4301 12 0 206 
4302 11 0 187 
4303 11 0 194 
4304 11 0 201 
4305 11 0 208 
4306 11 0 193 
4307 11 0 201 
4308 11 0 209 
4309 10 0 207 
4310 10 0 215 
4311 10 0 223 
4312 10 0 231 
4313 9 0 234 
4314 10 0 242 
4315 10 0 251 
4316 10 0 259 
4317 10 0 268 
4318 10 0 277 
4319 10 0 282 
4320 10 0 290 
4321 9 0 295 
4322 9 0 302 
4323 9 0 309 
4324 9 0 316 
4325 9 0 323 
4326 10 0 330 
4327 10 0 338 
4328 10 0 346 
4329 10 0 354 
4330 11 0 362 
4331 11 0 365 
4332 10 0 363 
4333 10 0 371 
4334 10 0 379 
4335 9 0 386 
4336 10 0 394 
4337 10 0 404 
4338 10 0 405 
4339 10 0 413 
4340 10 0 421 
4341 10 0 429 
4342 12 0 437 
4343 12 0 446 
4344 12 0 456 
4345 12 0 403 
4346 12 0 412 
4347 12 0 421 
4348 12 0 359 
4349 12 0 368 
4350 12 0 376 
4351 12 0 385 
4352 12 0 392 
4353 12 0 401 
4354 12 0 410 
4355 12 0 418 
4356 12 0 423 
4357 12 0 429 
4358 11 0 434 
4359 11 0 440 
4360 11 0 447 
4361 10 0 449 
4362 11 0 454 
4363 11 0 463 
4364 10 0 467 
4365 10 0 475 
4366 10 0 483 
4367 10 0 490 
4368 10 0 496 
4369 10 0 504 
4370 9 0 505 
4371 10 0 508 
4372 10 0 518 
4373 10 0 528 
4374 10 0 537 
4375 10 0 546 
4376 10 0 554 
4377 10 0 562 
4378 10 0 570 
4379 10 0 578 
4380 10 0 585 
4381 10 0 589 
4382 10 0 597 
4383 10 0 595 
4384 10 0 604 
4385 10 0 613 
4386 10 0 619 
4387 10 0 628 
4388 10 0 637 
4389 10 0 646 
4390 10 0 655 
4391 10 0 659 
4392 10 0 668 
4393 10 0 677 
4394 10 0 685 
4395 10 0 693 
4396 10 0 699 
4397 10 0 708 
4398 10 0 715 
4399 9 0 711 
4400 9 1 720 
4401 9 1 730 
4402 9 1 740 
4403 9 1 745 
4404 9 1 754 
4405 9 1 760 
4406 9 1 766 
4407 10 1 773 
4408 10 1 783 
4409 10 2 793 
4410 10 2 802 
4411 10 2 810 
4412 10 3 818 
4413 10 3 827 
4414 10 3 836 
4415 10 3 842 
4416 10 2 848 
4417 10 2 856 
4418 10 2 863 
4419 10 2 870 
4420 10 2 879 
4421 10 2 888 
4422 10 1 886 
4423 10 1 894 
